hash,project,true_message,generated_message,cleaned_generated_message,aggressive_cleaned_generated_message
810c97d7abcce73f57d1bcb940e55f82eb47a9d4,babel_babel,actually make destructuring use the provided operator, Implement support for different assignment operators in destructuring assignments, Implement support for different assignment operators in destructuring assignments, Implement support for different assignment operators in destructuring assignments
15b3846ff26b0f51c0773339a3c14ccbf281b8c9,PHPAuth_PHPAuth,"Pre-V2 changes

* [*] added custom password and email validator to Auth class", Introduced custom email and password validators for authentication process., Introduced custom email and password validators for authentication process., Introduced custom email and password validators for authentication process.
d6074c9b670dccd7e9159a63924f60170179a869,O365_python-o365,"Message: Fixed body trail lost on reply and forward messages.
Now the contents of the body are preserved.
Also now setting the body will stack the changes one on top of the other. To avoid this just set the body to '' or None.", Updated Message class in O365/message.py to allow HTML content in body and track changes when setting body value., Updated Message class in O365/message.py to allow HTML content in body and track changes when setting body value., Updated Message class in O365/message.py to allow HTML content in body and track changes when setting body value.
82ea47308882f8ff52a14d0ad4e9f3d9afc0496f,refinery_refinerycms,"Honestly, I meant to change that before committing.", Simplified flash message initialization for better handling of messages within the records section., Simplified flash message initialization for better handling of messages within the records section., Simplified flash message initialization for better handling of messages within the records section.
03e1fbe0368c6712e751e6b266c21116b362132f,user-cont_colin,Use yaml.safe_load to deserialize ruleset files, Switched ruleset file format from JSON to YAML for better readability, Switched ruleset file format from JSON to YAML for better readability, Switched ruleset file format from JSON to YAML for better readability
cfe6f2119a450e9f21d1e8aa869f9dbc39d3d2fa,tensorflow_datasets,"Updating wikipedia to handle utf-8 files correctly.

PiperOrigin-RevId: <I>", Updated Wikipedia dataset loader to read files in UTF-8 format for compatibility across Python versions., Updated Wikipedia dataset loader to read files in UTF-8 format for compatibility across Python versions., Updated Wikipedia dataset loader to read files in UTF-8 format for compatibility across Python versions.
b6f005075f46f5f0e15d12d0398e3b78fe8f78d3,VoltDB_voltdb,VDM-<I>: Issue with disklimit features not collapsing resolved," Toggled expand/collapse behavior for disk limit properties in vdm.ui.js, based on glyphicon classes."," Toggled expand/collapse behavior for disk limit properties in vdm.ui.js, based on glyphicon classes."," Toggled expand/collapse behavior for disk limit properties in vdm.ui.js, based on glyphicon classes."
8ba32464f8d855dbd4497afb28c4b5d5a0e1cebf,kaliop-uk_kueueingbundle,add cast to int for timeout in consumer command, Simplified timeout option handling in ConsumerCommand for better user experience., Simplified timeout option handling in ConsumerCommand for better user experience., Simplified timeout option handling in ConsumerCommand for better user experience.
37447f5c9871057a6e5a36679465f3983c055485,python-hyper_wsproto,Switch to h<I> <I>'s API.," Refactored _process_upgrade method to handle multiple upgrade events in a loop, improving readability for future changes."," Refactored _process_upgrade method to handle multiple upgrade events in a loop, improving readability for future changes."," Refactored _process_upgrade method to handle multiple upgrade events in a loop, improving readability for future changes."
b2fb1ffa6063610250a9ee14f6e6d26febc49f5a,pinterest_gestalt,Box: fix docs for Layout section (#<I>)," Documentation for Box Component: Added layout property as ""4column"" option to customize grid structure"," Documentation for Box Component: Added layout property as ""4column"" option to customize grid structure"," Documentation for Box Component: Added layout property as ""4column"" option to customize grid structure"
0cb6219f08d9c94a04a63ff30593cf1bcfaa9506,hazelcast_hazelcast-simulator,Fixed hidden field in TestContainer., Updated test instance creation in TestContainer for better class loading handling., Updated test instance creation in TestContainer for better class loading handling., Updated test instance creation in TestContainer for better class loading handling.
8a50ea4b21d349e76e3c3bcad8791d5c6614f1de,bitshares_python-bitshares,[bitshares] store config in instance, [bitshares] Store configuration for access across classes to enhance class functionality, [bitshares] Store configuration for access across classes to enhance class functionality, [bitshares] Store configuration for access across classes to enhance class functionality
e65c6803944a78922f51d59eef56713236484469,moby_moby,"Fix for situation where swarm leave causes wait forever for agent to stop

In this case the message to stop the agent is never actually sent
because the swarm node is nil", Added check to send node leave event even if swarmNode is nil for proper cleanup in cluster when Stop() is called., Added check to send node leave event even if swarmNode is nil for proper cleanup in cluster when Stop() is called., Added check to send node leave event even if swarmNode is nil for proper cleanup in cluster when Stop() is called.
329a62d7d90841a3c3ac1197abd940afb81f7060,fluffle_goirc,Don't hold conn.mu during REGISTER. Fixes #<I>., Separated Connect method into internalConnect for cleaner connection handling and reduced lock contention., Separated Connect method into internalConnect for cleaner connection handling and reduced lock contention., Separated Connect method into internalConnect for cleaner connection handling and reduced lock contention.
e7280bb66ff5adbf2376ead437a6ac5c7d008752,gameclosure_js.io,convenience function for removing a path, Removed support for a specified path from package path inference and added ability to remove paths from the default path list, Removed support for a specified path from package path inference and added ability to remove paths from the default path list, Removed support for a specified path from package path inference and added ability to remove paths from the default path list
34b6242830e393817f937b68fd5e7e2dacf8711e,TYPO3_testing-framework,[BUGFIX] Fix entry path, [TASK] Update definition of PATH_thisScript in Testbase.php to point to index.php instead of dispatcher script, [TASK] Update definition of PATH_thisScript in Testbase.php to point to index.php instead of dispatcher script, [TASK] Update definition of PATH_thisScript in Testbase.php to point to index.php instead of dispatcher script
8974e27827c338182b627696bb4d497518351d06,rse_componentjs,use just the internal logging in drive(), Updated test-drive plugin drive usecase to log errors using debug function instead of console for better logging structure., Updated test-drive plugin drive usecase to log errors using debug function instead of console for better logging structure., Updated test-drive plugin drive usecase to log errors using debug function instead of console for better logging structure.
816f0e75453d40fe0ce4861365a03d5f48fc6eec,celluloid_dcell,Automatically deregister ZMQ interest after the ZMQ::Poller detects readiness, Deregister ZMQ sockets when tasks are suspended for improved event handling, Deregister ZMQ sockets when tasks are suspended for improved event handling, Deregister ZMQ sockets when tasks are suspended for improved event handling
e784bccfdba02e340d98d624ea6db32bccf7ceaf,sonata-project_SonataAdminBundle,fix formMapper - change FormInterface to FieldInterface, Updated FormMapper to use Symfony's FieldInterface instead of FormInterface for field type compatibility, Updated FormMapper to use Symfony's FieldInterface instead of FormInterface for field type compatibility, Updated FormMapper to use Symfony's FieldInterface instead of FormInterface for field type compatibility
a894c8d8b12aa00412e14cb29802b71ef45a0f38,B2F_Succss,Fixes error messages for offline and malformed  urls, Added error checking for non-numeric HTTP status in SucCSS function to handle invalid responses from capture.page.url., Added error checking for non-numeric HTTP status in SucCSS function to handle invalid responses from capture.page.url., Added error checking for non-numeric HTTP status in SucCSS function to handle invalid responses from capture.page.url.
165b9832fe48dd08628a2d423aa2bae08934fb76,symfony_symfony,[Console] added hasOption and hasArgument to Input, Added methods to check for existence of InputArguments and InputOptions in the Input class., Added methods to check for existence of InputArguments and InputOptions in the Input class., Added methods to check for existence of InputArguments and InputOptions in the Input class.
4b8c79000d44b4abd78f105c1d348bdd7a8dbd73,conveyal_gtfs-lib,refactor(gtfs test): add some more comments on testing helper methods," - Add helper function to export GTFS from database as temporary zip file
     and assert that it meets persistence expectations against defined data."," - Add helper function to export GTFS from database as temporary zip file
     and assert that it meets persistence expectations against defined data.", - Add helper function to export GTFS from database as temporary zip file
d4dfea9f2dc5e7ee9d99e8049caf315dd8541599,opal_opal,Allow InvertedFormatter to override methods, Show number of actually passing examples in Inverted mode for a given formatter, Show number of actually passing examples in Inverted mode for a given formatter, Show number of actually passing examples in Inverted mode for a given formatter
fc6c797de4cb82d6df7470a3aa41bb1ca4541d31,vatlab_SoS,Fix execution of statements after successful signature validation in one case. #<I>, Prevent execution of subsequent statements when skipping a step without a task, Prevent execution of subsequent statements when skipping a step without a task, Prevent execution of subsequent statements when skipping a step without a task
650c6f553b4969181b6a93c730dbe6737c78f6cd,jhedstrom_DrupalDriver,Fix code sniffer warnings in Random., Refactored `Random::string()` method for validation callback usage., Refactored `Random::string()` method for validation callback usage., Refactored `Random::string()` method for validation callback usage.
4b33e3b1dd2088c39a988e456ab57fa0e60a3c72,rubocop-hq_rubocop,Simplify spec a bit, Simplified lambda literal test to only check for offence presence in old syntax., Simplified lambda literal test to only check for offence presence in old syntax., Simplified lambda literal test to only check for offence presence in old syntax.
72fe30a3942b2f11d3d6d4f3b9c449989cb309e2,heroku_legacy-cli,workaround for ruby bug of home directory on windows, Updated home_directory method for handling Windows encoding issue (Ruby 1.9+ compatibility fix), Updated home_directory method for handling Windows encoding issue (Ruby 1.9+ compatibility fix), Updated home_directory method for handling Windows encoding issue (Ruby 1.9+ compatibility fix)
a080c1f439ca0cdea41c28bf8eb8c634e3f9ed80,Sylius_SyliusResourceBundle,Fixed missing base url in javascript session, Simplified URL generation in DefaultContext by removing unnecessary call to locatePath function, Simplified URL generation in DefaultContext by removing unnecessary call to locatePath function, Simplified URL generation in DefaultContext by removing unnecessary call to locatePath function
ac04a46c154d8b39592ef1e48d7bbcead311f5d3,cantrowitz_RxBroadcast,removed <p> from javadoc, Created an Observable that wraps a BroadcastReceiver and emits received intents using LocalBroadcastManager, Created an Observable that wraps a BroadcastReceiver and emits received intents using LocalBroadcastManager, Created an Observable that wraps a BroadcastReceiver and emits received intents using LocalBroadcastManager
1475ba9c252bc7902268f2a9551a47bd2af54f2b,rinvex_countries,Fix issues with currencies longlist retrieval (fix #<I>), Refactor CurrencyLoader to ensure proper initialization of currency arrays, Refactor CurrencyLoader to ensure proper initialization of currency arrays, Refactor CurrencyLoader to ensure proper initialization of currency arrays
fb5fccb65e0d64b0c15bb9579bacf84a1bf54616,yegor256_cactoos,(#<I>) Remove the todo puzzle, Removed todo for improving generic variance in org.cactoos.list package as per issue #1533., Removed todo for improving generic variance in org.cactoos.list package as per issue #1533., Removed todo for improving generic variance in org.cactoos.list package as per issue #1533.
e7f64fabae5643991232f49d208fbe8f009e5306,qiniu_ruby-sdk,fixed io_spec.rb," Fixed expiry duration for Qiniu upload token in io_spec.rb, now ignoring callback URL"," Fixed expiry duration for Qiniu upload token in io_spec.rb, now ignoring callback URL"," Fixed expiry duration for Qiniu upload token in io_spec.rb, now ignoring callback URL"
431d24da35fb19a553f8c2bd0cf602e7d576898a,ome_omego,Fix name of the openmicroscopy source artifact, Added support for downloading openmicroscopy packages to the artifacts list, Added support for downloading openmicroscopy packages to the artifacts list, Added support for downloading openmicroscopy packages to the artifacts list
eee9f47375077fc13734dc9d750fa40ff65f386f,floraison_flor,Add spec for execution['tasks'], Track changes to keep track of tasks in tasker 'bravo' and add cancellation check for unit, Track changes to keep track of tasks in tasker 'bravo' and add cancellation check for unit, Track changes to keep track of tasks in tasker 'bravo' and add cancellation check for unit
174db5934d05f020e4d7d33f49c232356b26c90b,Activiti_Activiti,Add getVariableInstances method to VariableScopeImpl.," Implemented method to return unmodifiable map of variable instances in VariableScopeImpl

   Added method to get variable instances as an unmodifiable map in VariableScopeImpl

   Modified VariableScopeImpl's createVariablesLocal method to handle returning variables as an unmodifiable map."," Implemented method to return unmodifiable map of variable instances in VariableScopeImpl
   Added method to get variable instances as an unmodifiable map in VariableScopeImpl
   Modified VariableScopeImpl's createVariablesLocal method to handle returning variables as an unmodifiable map.", Implemented method to return unmodifiable map of variable instances in VariableScopeImpl
d54470703f02d892bcea652ac663562f44d0ab53,igrigorik_em-synchrony,"fix disconnect logic in em-remcached: if we're disconnected immediately
return the value, otherwise we'll just hang forever"," Paused fiber execution in multi-method calls for em-remcached, preventing double resume errors on disconnected connections."," Paused fiber execution in multi-method calls for em-remcached, preventing double resume errors on disconnected connections."," Paused fiber execution in multi-method calls for em-remcached, preventing double resume errors on disconnected connections."
cf4d98ef3030774eb5ecc556ce7cf823b2f60b0b,defunkt_pystache,Deleted a blank line., Simplified Locator class by removing Template instance attribute and refactored _find_path() method, Simplified Locator class by removing Template instance attribute and refactored _find_path() method, Simplified Locator class by removing Template instance attribute and refactored _find_path() method
178a4ab5c3af80c077572fd01d748084b35844e0,pypa_setuptools,Patched test so it can be run on Python 3, Fixed 'EggRemover' class by handling NameError for 'unicode' variable in tests/test_pkg_resources.py., Fixed 'EggRemover' class by handling NameError for 'unicode' variable in tests/test_pkg_resources.py., Fixed 'EggRemover' class by handling NameError for 'unicode' variable in tests/test_pkg_resources.py.
705abbd4c682f586bb29604221a184d067ae9e90,saltstack_salt-pylint,Needs to be a little more complicated for py3 and py2 support, Add UTF-8 compatibility to setup.py script for SaltPyLint execution, Add UTF-8 compatibility to setup.py script for SaltPyLint execution, Add UTF-8 compatibility to setup.py script for SaltPyLint execution
414850baccdd48f7fe917763de4d6e950c7af109,SAP_openui5,"[FIX] sap.m.ObjectAttribute: renders correctly space between title and text

Change-Id: Ic<I>e<I>ad<I>dcf<I>e<I>bdb<I>a3f3ba0b<I>c", [FEATURE] sap.m.ObjectAttributeRenderer: Replaced ':' character with non-breaking space in HTML output for accessibility purposes, [FEATURE] sap.m.ObjectAttributeRenderer: Replaced ':' character with non-breaking space in HTML output for accessibility purposes, [FEATURE] sap.m.ObjectAttributeRenderer: Replaced ':' character with non-breaking space in HTML output for accessibility purposes
9949addcbe191e6a0efbbff5070d2fc3e7d25a57,genepattern_genepattern-notebook,Fail gracefully is not running a Python kernel, Added check to ensure that only Python kernels are initialized in navigation script, Added check to ensure that only Python kernels are initialized in navigation script, Added check to ensure that only Python kernels are initialized in navigation script
dd8d0fb66a70985178928e7ff4979837b08b09fa,google_closure-compiler,"Actually print out error messages in test failure.
-------------
Created by MOE: <URL>", Extracted `BlackHoleErrorManager` for error count verification in `CompilerTestCase`., Extracted `BlackHoleErrorManager` for error count verification in `CompilerTestCase`., Extracted `BlackHoleErrorManager` for error count verification in `CompilerTestCase`.
e2768926fc0a7592c98d808393d8954664bac650,opennode_waldur-core,Expose customer abbreviation in statistics, Added customer abbreviation to customer statistics response for improved data display in cloud management, Added customer abbreviation to customer statistics response for improved data display in cloud management, Added customer abbreviation to customer statistics response for improved data display in cloud management
e95c8b696a43f163480e73766cb3f7fa8b52a971,svelto_svelto,Layout resizable: ensuring double-clicking a sash doesn’t have unwanted effects no other panes that should be unaffected by this," Updated layout_resizable resizing logic for center handle, ensuring that center delta remains within acceptable limits."," Updated layout_resizable resizing logic for center handle, ensuring that center delta remains within acceptable limits."," Updated layout_resizable resizing logic for center handle, ensuring that center delta remains within acceptable limits."
cfd409b2d0b6ed0ee35589d8471a44689eddccc4,google_guava,"Add @Beta to new method that hasn't yet been API reviewed.

-------------
Created by MOE: <URL>", Exposed an atomic removeIfZero operation for AtomicLongMap at beta level for performance-sensitive operations, Exposed an atomic removeIfZero operation for AtomicLongMap at beta level for performance-sensitive operations, Exposed an atomic removeIfZero operation for AtomicLongMap at beta level for performance-sensitive operations
ba4fa4f38523e6148704991f4c4db9198d638d52,cargomedia_cm,Remove obsolete cross-browser code, Refactor FormField_Text trigger change event to respond only to input events, Refactor FormField_Text trigger change event to respond only to input events, Refactor FormField_Text trigger change event to respond only to input events
d9d5ac61601559fcf0fae9d6822920aba97dbc15,Diaoul_babelfish,Added possibility to specify a default language to be used in case the one given to the constructor of Language is not valid, Add support for unknown languages in initialization - Allow passing ISO-639-3 code for unrecognized languages to raise a ValueError exception if necessary, Add support for unknown languages in initialization - Allow passing ISO-639-3 code for unrecognized languages to raise a ValueError exception if necessary, Add support for unknown languages in initialization - Allow passing ISO-639-3 code for unrecognized languages to raise a ValueError exception if necessary
b0c9eabe0031975a3e54a49a49ad54fa28a82501,contao_contao,[Manager] Add two missing phpDoc parameters.," * Updated ContaoKernelTest to include a new data provider for registerContainerConfiguration tests

This message indicates that changes have been made to the ContaoKernelTest class in the HttpKernel directory of the manager-bundle/tests folder, specifically adding a new data provider for the registerContainerConfiguration method."," * Updated ContaoKernelTest to include a new data provider for registerContainerConfiguration tests
This message indicates that changes have been made to the ContaoKernelTest class in the HttpKernel directory of the manager-bundle/tests folder, specifically adding a new data provider for the registerContainerConfiguration method.", * Updated ContaoKernelTest to include a new data provider for registerContainerConfiguration tests
460f02cf43269a0c50686a333ddb7105c58568f1,rhomobile_rhodes,Remobe time calculation from rhom, Optimize find_bycondhash for performance by removing time measurement code, Optimize find_bycondhash for performance by removing time measurement code, Optimize find_bycondhash for performance by removing time measurement code
eff3b2c8832c8ae31c9d550d64c7341721413345,gem_oq-engine,"setup.py:

Scrape the __version__ from the package init (so the version number is
only defined in one place).", Updated version handling in setup.py by introducing a function to fetch the version from __version__ variable within the package., Updated version handling in setup.py by introducing a function to fetch the version from __version__ variable within the package., Updated version handling in setup.py by introducing a function to fetch the version from __version__ variable within the package.
18c52671a93de06e9be1a65d1941a7ed76c6991e,Rapptz_discord.py,Remove extra to in tasks docs, Improved 'Loop' class in 'tasks' extension by removing unnecessary argument description., Improved 'Loop' class in 'tasks' extension by removing unnecessary argument description., Improved 'Loop' class in 'tasks' extension by removing unnecessary argument description.
1089ce440debc06afbc5ffb9f61cb444e8172373,nephila_djangocms-page-meta,Bump develop version [ci skip], Updated package version to 0.8.4.post1 [ci skip], Updated package version to 0.8.4.post1 [ci skip], Updated package version to 0.8.4.post1 [ci skip]
ef75ada4cbf3c196478593ce8e0b0300c280aa84,deployphp_deployer,New tests for Tool and over classes. :snail:, Adjusted ToolTest.php for removal of Local utility class., Adjusted ToolTest.php for removal of Local utility class., Adjusted ToolTest.php for removal of Local utility class.
0419749a28849f345c060336a20c85441628eacb,jgimbel_react-leaflet-div-icon,DivIcon can now contain a Popup from react-leaflet, Improved rendering of Divicon by wrapping children within ContextProvider., Improved rendering of Divicon by wrapping children within ContextProvider., Improved rendering of Divicon by wrapping children within ContextProvider.
270ec045bbb93a3a8eadf9d0759c4b5b6dedc8e4,googleapis_oauth2client,"More bytes vs str handling.
Ensure private key is in bytes.
Ensure dict components are str before creating JSON string.", Convert private_key from base64-encoded string to bytes in Credentials class, Convert private_key from base64-encoded string to bytes in Credentials class, Convert private_key from base64-encoded string to bytes in Credentials class
d17cb990ad2d219d5901415ceaeb50d17df59527,pierrec_xxHash,Added lost stdin processing, Swapped bytes of xxHash sum for display purposes and added functionality to read from standard input if no arguments are provided, Swapped bytes of xxHash sum for display purposes and added functionality to read from standard input if no arguments are provided, Swapped bytes of xxHash sum for display purposes and added functionality to read from standard input if no arguments are provided
d8a326ef36843183dd9c54f2cda5dc1eb695de62,chef_chef,"Simplify the matching code per code review

I read the github review history wrong on this and totally missed this
suggestion.", Updated Command Line Tools label matching in build_essential.rb using a new regular expression approach., Updated Command Line Tools label matching in build_essential.rb using a new regular expression approach., Updated Command Line Tools label matching in build_essential.rb using a new regular expression approach.
c318f806f40c191d1771f33d281ac4de71a7ee33,substance_data,Include buildIndexes method., Rebuilt all indexes for improved performance when adding a node to the Graph, Rebuilt all indexes for improved performance when adding a node to the Graph, Rebuilt all indexes for improved performance when adding a node to the Graph
88ba57fceeab265afaa63365fe182e79c4f1f1e9,jsreport_jsreport-chrome-pdf,remove trailing slash from html path, Replace windows path separators and remove trailing slashes from generated htmlUrl in chrome.js for consistency on various platforms., Replace windows path separators and remove trailing slashes from generated htmlUrl in chrome.js for consistency on various platforms., Replace windows path separators and remove trailing slashes from generated htmlUrl in chrome.js for consistency on various platforms.
b30d05ecf001e24fbe1d022ae15fccb71126035a,apiaryio_dredd-transactions,chore: Temporarily disable comma-dangle, chore: Add additional eslint rules based on Airbnb styleguide, chore: Add additional eslint rules based on Airbnb styleguide, chore: Add additional eslint rules based on Airbnb styleguide
75b1b55f87472e05983bfc26f1bf133d8dfc0306,cyclejs_cyclejs,Added TODO comment in src/cycle.js, Added error check for invalid vtrees in cycle.js to prevent unexpected behavior, Added error check for invalid vtrees in cycle.js to prevent unexpected behavior, Added error check for invalid vtrees in cycle.js to prevent unexpected behavior
32536d7ca007f6708b69fea42686a97fe25b459f,rkhleics_police-api-client-python,Don't try to get outcomes for Crime objects with no persistent ID., Added check for persistent_id in _get_outcomes method to prevent returning outcomes for non-persistent crimes, Added check for persistent_id in _get_outcomes method to prevent returning outcomes for non-persistent crimes, Added check for persistent_id in _get_outcomes method to prevent returning outcomes for non-persistent crimes
df00506c305d497fc1ea7f933d43ea1618e1bd93,valu-digital_valuso,Adds test to ensure that method is not a Trait method, Introduces skipping of methods declared in traits due to ZF2 bug when building annotations, Introduces skipping of methods declared in traits due to ZF2 bug when building annotations, Introduces skipping of methods declared in traits due to ZF2 bug when building annotations
94713e899fffb13c4f32ee789f53c25050ea6d89,kisielk_raven-go,"Use ""default"" as the project name for now", Updated Sentry project configuration to use 'default' and fixed timestamp formatting., Updated Sentry project configuration to use 'default' and fixed timestamp formatting., Updated Sentry project configuration to use 'default' and fixed timestamp formatting.
f7081c88d075727ed5d3edf87081c00dea45662e,facebook_between-meals,"Fix hg amend

File cannot be empty, otherwise hg kicks off vi interoactive session, in the background, which just hangs."," Wrote content to Tempfile before committing amend, for proper flushing."," Wrote content to Tempfile before committing amend, for proper flushing."," Wrote content to Tempfile before committing amend, for proper flushing."
692a6a3bc6a6dd63149834b86798081b01f58ec0,Rapptz_discord.py,Fix ordering issue with Message.server, Integrate server property into _handle_upgrades_and_server method to handle guild channels more efficiently, Integrate server property into _handle_upgrades_and_server method to handle guild channels more efficiently, Integrate server property into _handle_upgrades_and_server method to handle guild channels more efficiently
5b8a397e023f441bd9855b84a97d694a29da6dea,xhtml2pdf_xhtml2pdf,"Add test for image path, which works in py2, but fails in py3", Added test for handling image source path with OS path and image base64 support in tests_parser.py, Added test for handling image source path with OS path and image base64 support in tests_parser.py, Added test for handling image source path with OS path and image base64 support in tests_parser.py
01555a0fe3112b3c7628ddcf8ba7911fffc5d97d,intel-analytics_BigDL,Add transformer doc and some fix (#<I>), Implemented non-shared MatToFloats transformer test and added empty get_predict tests for local and distributed cases, Implemented non-shared MatToFloats transformer test and added empty get_predict tests for local and distributed cases, Implemented non-shared MatToFloats transformer test and added empty get_predict tests for local and distributed cases
60911c39336fea92536f78a4deb6b52535b613cd,rails_rails,Ruby <I>: Rack apps must *always* take an env arg on <I>, Configured app response to accept environment in MetalTest, Configured app response to accept environment in MetalTest, Configured app response to accept environment in MetalTest
28de875f5ae76470a082f6815b4ebbb90fbb2f2e,basisjs_basisjs,make console binding safe for old IE, Improved console method handling in basis.js for better cross-browser compatibility and library safety., Improved console method handling in basis.js for better cross-browser compatibility and library safety., Improved console method handling in basis.js for better cross-browser compatibility and library safety.
726f8ead98f69aea30c14118d149ef243132e503,cloudfoundry_bosh,update DNS when micro console is started if system is already configured and the IP has changed, Micro configurator update: automatically re-installs on IP change to ensure correct configuration, Micro configurator update: automatically re-installs on IP change to ensure correct configuration, Micro configurator update: automatically re-installs on IP change to ensure correct configuration
fe4e8c5a4208d3446d5aa169242a39622918b4c8,pyrogram_pyrogram,"Rename get_history's ""reversed"" parameter to ""reverse""
It was colliding with the built-in ""reversed"" function", Reverse order option name updated to 'reverse' in get_history method, Reverse order option name updated to 'reverse' in get_history method, Reverse order option name updated to 'reverse' in get_history method
6820cd103606a0f9cffd8c55e24fe491a3e3448b,ccxt_ccxt,ndax requires signIn credentials," Implemented login, password, and twofa credentials for signIn() and withdraw functions."," Implemented login, password, and twofa credentials for signIn() and withdraw functions."," Implemented login, password, and twofa credentials for signIn() and withdraw functions."
31585b0b727f034ebbaf9a7cc0de26f13d2289ba,turnage_graw,Explain missing comment trees in docs," Added documentation to the Harvest data structure, explaining that it doesn't include the comment tree for efficiency reasons and suggesting using the Thread method for a full comment tree."," Added documentation to the Harvest data structure, explaining that it doesn't include the comment tree for efficiency reasons and suggesting using the Thread method for a full comment tree."," Added documentation to the Harvest data structure, explaining that it doesn't include the comment tree for efficiency reasons and suggesting using the Thread method for a full comment tree."
6be13a8c52c6982c719d555c1232d811c259c893,arne-cl_discoursegraphs,minor: added pprint() to RSTTree," Added `pprint` method for RSTTree to provide s-expression representation of the tree structure, potentially for compatibility with .dis format or further processing."," Added `pprint` method for RSTTree to provide s-expression representation of the tree structure, potentially for compatibility with .dis format or further processing."," Added `pprint` method for RSTTree to provide s-expression representation of the tree structure, potentially for compatibility with .dis format or further processing."
af2e606a83696c1cd5e908ee21392f4aaf6d8303,apostrophecms-legacy_apostrophe-schemas,fixed bug looking for apos.data.schemaWidgetsUi when it is undefined, Toggle UI option added to schema widgets for better user interface customization, Toggle UI option added to schema widgets for better user interface customization, Toggle UI option added to schema widgets for better user interface customization
e126b6434920d5d23666dc37da59077eab2e9098,buildbot_buildbot,Only checkout the proper branch in GitPoller, Initialize git repository without automatic checkout to prevent unintended changes during setup, Initialize git repository without automatic checkout to prevent unintended changes during setup, Initialize git repository without automatic checkout to prevent unintended changes during setup
c3fc313964676aec079b826fd4868fe27a27c54b,mollie_mollie-api-python,"Fix docstring, return the settlement", Added method to retrieve settlement for capture object, Added method to retrieve settlement for capture object, Added method to retrieve settlement for capture object
8ddf76d2c95cb82f4ff3647a9f60a2b69ee56bd3,andygrunwald_go-jira,Changes a version back that was changed erroneously, Simplifies JIRA API endpoint for issue update to v2 format, Simplifies JIRA API endpoint for issue update to v2 format, Simplifies JIRA API endpoint for issue update to v2 format
61db2a9aab502c2fd8ff2b8c92be443091b21aef,activescaffold_active_scaffold,"Add :in to the list of values checked for booleans in inclusion_validator_for_checkbox?(val)

The flag :within is no longer there for InclusionValidator for
booleans in latest Rails <I>, and the function description for
validates_inclusion_of()[1] states that :within is an alias for :in,
so using that if it exists should ammount for the same.

[1]: <URL>"," Added :in option to inclusion_validator_for_checkbox for checkbox columns
       to ensure compatibility with ActiveModel 3.2.22.2 when no other value options are provided."," Added :in option to inclusion_validator_for_checkbox for checkbox columns
       to ensure compatibility with ActiveModel 3.2.22.2 when no other value options are provided.", Added :in option to inclusion_validator_for_checkbox for checkbox columns
64e4842e6c6d86c144f1f10018ed0e572670e3f0,saltstack_salt,added Void linux family to iptables _conf function, Added Void Linux iptables support for both IPv4 and IPv6 configurations., Added Void Linux iptables support for both IPv4 and IPv6 configurations., Added Void Linux iptables support for both IPv4 and IPv6 configurations.
87d3c06fef8aef85fd0310b8a00e210d778a2151,grafana_grafana,Fix: Add missing store in test rule (#<I>), refactor(alerting): Integrated sqlStore into EvalContext for testing alert engine rules, refactor(alerting): Integrated sqlStore into EvalContext for testing alert engine rules, refactor(alerting): Integrated sqlStore into EvalContext for testing alert engine rules
c988f27692a30ef421b5bae2e141768e124f724f,real-logic_aeron,[Java] Reduce test duration and term length.," [Java] Adjusted ArchiveRecordingLoadTest term length to 32MB, optimizing resource usage for testing."," [Java] Adjusted ArchiveRecordingLoadTest term length to 32MB, optimizing resource usage for testing."," [Java] Adjusted ArchiveRecordingLoadTest term length to 32MB, optimizing resource usage for testing."
c8916d33e118d5d675a9146e05f2505103ddcca6,joomlatools_joomlatools-framework,re #<I> Cleanup., Refactored attachments handling for AJAX operations support., Refactored attachments handling for AJAX operations support., Refactored attachments handling for AJAX operations support.
b8b7e1be35a47736f5e782873133f3bc78bed1ab,sandro_specjour,Autoloading causes more trouble than it's worth," Added required files for distributed formatting, final report, and marshalable failure formatter in rspec.rb to enable integrated Specjour functionality."," Added required files for distributed formatting, final report, and marshalable failure formatter in rspec.rb to enable integrated Specjour functionality."," Added required files for distributed formatting, final report, and marshalable failure formatter in rspec.rb to enable integrated Specjour functionality."
7ca922cb2f999c48523b00ed0cc3fe6309c380f7,notEthan_api_hammer,log airbrake error if present, Add airbrake error ID to request logger logs, Add airbrake error ID to request logger logs, Add airbrake error ID to request logger logs
2604ae6e8c054d6af43c17f4a05da43aeefb5932,jordwest_imap-server,SELECT should set the state of the mailbox, Move command_select logic to set selected state before processing mailbox information, Move command_select logic to set selected state before processing mailbox information, Move command_select logic to set selected state before processing mailbox information
9e8a7b10e192fae5594bf4843970fce5ca6876e2,delner_butterfli,Changed: Clarify couple of comments, Updated Butterfli::Story class: Renamed fields for better readability and consistency in naming conventions., Updated Butterfli::Story class: Renamed fields for better readability and consistency in naming conventions., Updated Butterfli::Story class: Renamed fields for better readability and consistency in naming conventions.
